 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1293229	 Nuclear receptor subfamily 4 group A member 1 
 2 	 CHEMBL1945	 Melatonin receptor 1A 
 3 	 CHEMBL1946	 Melatonin receptor 1B 
 4 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 5 	 CHEMBL3959	 Quinone reductase 2 
 6 	 CHEMBL1875	 Serotonin 4 (5-HT4) receptor 
 7 	 CHEMBL1898	 Serotonin 1b (5-HT1b) receptor 
 8 	 CHEMBL1983	 Serotonin 1d (5-HT1d) receptor 
 9 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 10 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 11 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 12 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 13 	 CHEMBL313	 Serotonin transporter 
 14 	 CHEMBL3155	 Serotonin 7 (5-HT7) receptor 
 15 	 CHEMBL3223	 Serotonin 7 (5-HT7) receptor 
 16 	 CHEMBL324	 Serotonin 2c (5-HT2c) receptor 
 17 	 CHEMBL3371	 Serotonin 6 (5-HT6) receptor 
 18 	 CHEMBL3459	 Serotonin 1b (5-HT1b) receptor 
 19 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 20 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
