 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2439	 Myeloperoxidase 
 2 	 CHEMBL313	 Serotonin transporter 
 3 	 CHEMBL338	 Dopamine transporter 
 4 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 5 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 6 	 CHEMBL1946	 Melatonin receptor 1B 
 7 	 CHEMBL1945	 Melatonin receptor 1A 
 8 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 9 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 10 	 CHEMBL304	 Norepinephrine transporter 
 11 	 CHEMBL3459	 Serotonin 1b (5-HT1b) receptor 
 12 	 CHEMBL1983	 Serotonin 1d (5-HT1d) receptor 
 13 	 CHEMBL3371	 Serotonin 6 (5-HT6) receptor 
 14 	 CHEMBL1898	 Serotonin 1b (5-HT1b) receptor 
 15 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 16 	 CHEMBL228	 Serotonin transporter 
 17 	 CHEMBL1835	 Thromboxane-A synthase 
 18 	 CHEMBL5485	 D-amino-acid oxidase 
 19 	 CHEMBL3155	 Serotonin 7 (5-HT7) receptor 
 20 	 CHEMBL322	 Serotonin 2a (5-HT2a) receptor 
