 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3594	 Carbonic anhydrase IX 
 2 	 CHEMBL261	 Carbonic anhydrase I 
 3 	 CHEMBL205	 Carbonic anhydrase II 
 4 	 CHEMBL3242	 Carbonic anhydrase XII 
 5 	 CHEMBL339	 Dopamine D2 receptor 
 6 	 CHEMBL2326	 Carbonic anhydrase VII 
 7 	 CHEMBL2625	 Angiotensin-converting enzyme 
 8 	 CHEMBL3510	 Carbonic anhydrase XIV 
 9 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 10 	 CHEMBL220	 Acetylcholinesterase 
 11 	 CHEMBL4980	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 12 	 CHEMBL1983	 Serotonin 1d (5-HT1d) receptor 
 13 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 14 	 CHEMBL238	 Dopamine transporter 
 15 	 CHEMBL333	 Matrix metalloproteinase-2 
 16 	 CHEMBL234	 Dopamine D3 receptor 
 17 	 CHEMBL338	 Dopamine transporter 
 18 	 CHEMBL2492	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 19 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 20 	 CHEMBL1808	 Angiotensin-converting enzyme 
