 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3663	 Growth factor receptor-bound protein 2 
 2 	 CHEMBL5462	 Baculoviral IAP repeat-containing protein 2 
 3 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 4 	 CHEMBL259	 Melanocortin receptor 4 
 5 	 CHEMBL4644	 Melanocortin receptor 3 
 6 	 CHEMBL4608	 Melanocortin receptor 5 
 7 	 CHEMBL299	 Protein kinase C alpha 
 8 	 CHEMBL4566	 Endothelin receptor ET-A 
 9 	 CHEMBL3338	 Squalene synthetase 
 10 	 CHEMBL1937	 Histone deacetylase 2 
 11 	 CHEMBL230	 Cyclooxygenase-2 
 12 	 CHEMBL3492	 Proteasome Macropain subunit 
 13 	 CHEMBL4662	 Proteasome Macropain subunit MB1 
 14 	 CHEMBL269	 Delta opioid receptor 
 15 	 CHEMBL267	 Tyrosine-protein kinase SRC 
 16 	 CHEMBL4071	 Cathepsin G 
 17 	 CHEMBL2284	 Glyceraldehyde-3-phosphate dehydrogenase liver 
 18 	 CHEMBL4444	 Vitamin K-dependent protein C 
 19 	 CHEMBL3795	 Melanocortin receptor 1 
 20 	 CHEMBL1873	 Tissue-type plasminogen activator 
