 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 2 	 CHEMBL344	 Melanin-concentrating hormone receptor 1 
 3 	 CHEMBL260	 MAP kinase p38 alpha 
 4 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 5 	 CHEMBL3717	 Hepatocyte growth factor receptor 
 6 	 CHEMBL4980	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 7 	 CHEMBL3227	 Metabotropic glutamate receptor 5 
 8 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 9 	 CHEMBL267	 Tyrosine-protein kinase SRC 
 10 	 CHEMBL240	 HERG 
 11 	 CHEMBL4822	 Beta-secretase 1 
 12 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
 13 	 CHEMBL6009	 Diacylglycerol O-acyltransferase 1 
 14 	 CHEMBL264	 Histamine H3 receptor 
 15 	 CHEMBL251	 Adenosine A2a receptor 
 16 	 CHEMBL219	 Dopamine D4 receptor 
 17 	 CHEMBL226	 Adenosine A1 receptor 
 18 	 CHEMBL2243	 Anandamide amidohydrolase 
 19 	 CHEMBL4005	 PI3-kinase p110-alpha subunit 
 20 	 CHEMBL222	 Norepinephrine transporter 
