 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2047	 Bile acid receptor FXR 
 2 	 CHEMBL5409	 G-protein coupled bile acid receptor 1 
 3 	 CHEMBL6020	 Bile salt export pump 
 4 	 CHEMBL2778	 Ileal bile acid transporter 
 5 	 CHEMBL5287	 Bile acid transporter 
 6 	 CHEMBL2034	 Glucocorticoid receptor 
 7 	 CHEMBL5971	 Smoothened homolog 
 8 	 CHEMBL2027	 Niemann-Pick C1-like protein 1 
 9 	 CHEMBL4931	 3-beta-hydroxysteroid-delta(8),delta(7)-isomerase 
 10 	 CHEMBL287	 Sigma opioid receptor 
 11 	 CHEMBL1871	 Androgen Receptor 
 12 	 CHEMBL1914	 Butyrylcholinesterase 
 13 	 CHEMBL220	 Acetylcholinesterase 
 14 	 CHEMBL1741186	 Nuclear receptor ROR-gamma 
 15 	 CHEMBL5868	 Nuclear receptor ROR-alpha 
 16 	 CHEMBL3305	 Testis-specific androgen-binding protein 
 17 	 CHEMBL4426	 Phospholipase A2 group 1B 
 18 	 CHEMBL4234	 Estradiol 17-beta-dehydrogenase 3 
 19 	 CHEMBL2808	 LXR-alpha 
 20 	 CHEMBL4093	 LXR-beta 
