 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL220	 Acetylcholinesterase 
 2 	 CHEMBL216	 Muscarinic acetylcholine receptor M1 
 3 	 CHEMBL4302	 P-glycoprotein 1 
 4 	 CHEMBL253	 Cannabinoid CB2 receptor 
 5 	 CHEMBL237	 Kappa opioid receptor 
 6 	 CHEMBL205	 Carbonic anhydrase II 
 7 	 CHEMBL256	 Adenosine A3 receptor 
 8 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 9 	 CHEMBL261	 Carbonic anhydrase I 
 10 	 CHEMBL4005	 PI3-kinase p110-alpha subunit 
 11 	 CHEMBL289	 Cytochrome P450 2D6 
 12 	 CHEMBL1871	 Androgen Receptor 
 13 	 CHEMBL245	 Muscarinic acetylcholine receptor M3 
 14 	 CHEMBL233	 Mu opioid receptor 
 15 	 CHEMBL2842	 Serine/threonine-protein kinase mTOR 
 16 	 CHEMBL3247	 HMG-CoA reductase 
 17 	 CHEMBL333	 Matrix metalloproteinase-2 
 18 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 19 	 CHEMBL218	 Cannabinoid CB1 receptor 
 20 	 CHEMBL2035	 Muscarinic acetylcholine receptor M5 
