 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 2 	 CHEMBL2231	 Cytochrome P450 1A1 
 3 	 CHEMBL3356	 Cytochrome P450 1A2 
 4 	 CHEMBL4302	 P-glycoprotein 1 
 5 	 CHEMBL4878	 Cytochrome P450 1B1 
 6 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 7 	 CHEMBL1801	 Plasminogen 
 8 	 CHEMBL289	 Cytochrome P450 2D6 
 9 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 10 	 CHEMBL2622	 Aldose reductase 
 11 	 CHEMBL338	 Dopamine transporter 
 12 	 CHEMBL2147	 Serine/threonine-protein kinase PIM1 
 13 	 CHEMBL302	 Adenosine A2a receptor 
 14 	 CHEMBL318	 Adenosine A1 receptor 
 15 	 CHEMBL256	 Adenosine A3 receptor 
 16 	 CHEMBL2916	 Telomerase reverse transcriptase 
 17 	 CHEMBL2326	 Carbonic anhydrase VII 
 18 	 CHEMBL3242	 Carbonic anhydrase XII 
 19 	 CHEMBL3729	 Carbonic anhydrase IV 
 20 	 CHEMBL1929	 Xanthine dehydrogenase 
