 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1827	 Phosphodiesterase 5A 
 2 	 CHEMBL4567	 Phosphodiesterase 5A 
 3 	 CHEMBL4302	 P-glycoprotein 1 
 4 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 5 	 CHEMBL4282	 Serine/threonine-protein kinase AKT 
 6 	 CHEMBL1978	 Cytochrome P450 19A1 
 7 	 CHEMBL338	 Dopamine transporter 
 8 	 CHEMBL1860	 Thyroid hormone receptor alpha 
 9 	 CHEMBL1947	 Thyroid hormone receptor beta-1 
 10 	 CHEMBL301	 Cyclin-dependent kinase 2 
 11 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 12 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 13 	 CHEMBL4860	 Apoptosis regulator Bcl-2 
 14 	 CHEMBL5697	 Egl nine homolog 1 
 15 	 CHEMBL2147	 Serine/threonine-protein kinase PIM1 
 16 	 CHEMBL2622	 Aldose reductase 
 17 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 18 	 CHEMBL2185	 Serine/threonine-protein kinase Aurora-B 
 19 	 CHEMBL2231	 Cytochrome P450 1A1 
 20 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
