 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1628461	 Oxoeicosanoid receptor 1 
 2 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 3 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 4 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 5 	 CHEMBL221	 Cyclooxygenase-1 
 6 	 CHEMBL3344	 Fatty acid binding protein muscle 
 7 	 CHEMBL3401	 Pregnane X receptor 
 8 	 CHEMBL4422	 Free fatty acid receptor 1 
 9 	 CHEMBL5339	 G-protein coupled receptor 120 
 10 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
 11 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 12 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 13 	 CHEMBL3762	 Voltage-gated L-type calcium channel alpha-1C subunit 
 14 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 15 	 CHEMBL2219	 Protein-tyrosine phosphatase LC-PTP 
 16 	 CHEMBL2243	 Anandamide amidohydrolase 
 17 	 CHEMBL2916	 Telomerase reverse transcriptase 
 18 	 CHEMBL3674	 Fatty acid binding protein epidermal 
 19 	 CHEMBL5738	 Fatty acid-binding protein, liver 
 20 	 CHEMBL3687	 Arachidonate 12-lipoxygenase 
