 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL206	 Estrogen receptor alpha 
 2 	 CHEMBL242	 Estrogen receptor beta 
 3 	 CHEMBL338	 Dopamine transporter 
 4 	 CHEMBL2125	 Vesicular acetylcholine transporter 
 5 	 CHEMBL3602	 Sigma opioid receptor 
 6 	 CHEMBL218	 Cannabinoid CB1 receptor 
 7 	 CHEMBL253	 Cannabinoid CB2 receptor 
 8 	 CHEMBL2470	 Cannabinoid CB2 receptor 
 9 	 CHEMBL1821	 Muscarinic acetylcholine receptor M4 
 10 	 CHEMBL211	 Muscarinic acetylcholine receptor M2 
 11 	 CHEMBL276	 Muscarinic acetylcholine receptor M1 
 12 	 CHEMBL309	 Muscarinic acetylcholine receptor M2 
 13 	 CHEMBL320	 Muscarinic acetylcholine receptor M3 
 14 	 CHEMBL4767	 Vesicular acetylcholine transporter 
 15 	 CHEMBL2014	 Nociceptin receptor 
 16 	 CHEMBL233	 Mu opioid receptor 
 17 	 CHEMBL304	 Norepinephrine transporter 
 18 	 CHEMBL313	 Serotonin transporter 
 19 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 20 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
