 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4302	 P-glycoprotein 1 
 2 	 CHEMBL2231	 Cytochrome P450 1A1 
 3 	 CHEMBL4878	 Cytochrome P450 1B1 
 4 	 CHEMBL1929	 Xanthine dehydrogenase 
 5 	 CHEMBL3356	 Cytochrome P450 1A2 
 6 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 7 	 CHEMBL2622	 Aldose reductase 
 8 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 9 	 CHEMBL2326	 Carbonic anhydrase VII 
 10 	 CHEMBL3729	 Carbonic anhydrase IV 
 11 	 CHEMBL1974	 Tyrosine-protein kinase receptor FLT3 
 12 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 13 	 CHEMBL1250375	 NADPH oxidase 4 
 14 	 CHEMBL1951	 Monoamine oxidase A 
 15 	 CHEMBL1900	 Aldose reductase 
 16 	 CHEMBL3242	 Carbonic anhydrase XII 
 17 	 CHEMBL1978	 Cytochrome P450 19A1 
 18 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 19 	 CHEMBL242	 Estrogen receptor beta 
 20 	 CHEMBL4822	 Beta-secretase 1 
