 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1973	 Tyrosinase 
 2 	 CHEMBL206	 Estrogen receptor alpha 
 3 	 CHEMBL242	 Estrogen receptor beta 
 4 	 CHEMBL2724	 Estrogen receptor alpha 
 5 	 CHEMBL2208	 MAP kinase-activated protein kinase 2 
 6 	 CHEMBL216	 Muscarinic acetylcholine receptor M1 
 7 	 CHEMBL2564	 Metabotropic glutamate receptor 5 
 8 	 CHEMBL3227	 Metabotropic glutamate receptor 5 
 9 	 CHEMBL1741208	 NACHT, LRR and PYD domains-containing protein 3 
 10 	 CHEMBL3194	 Transthyretin 
 11 	 CHEMBL1980	 Sodium channel protein type V alpha subunit 
 12 	 CHEMBL4296	 Sodium channel protein type IX alpha subunit 
 13 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 14 	 CHEMBL221	 Cyclooxygenase-1 
 15 	 CHEMBL230	 Cyclooxygenase-2 
 16 	 CHEMBL4581	 Kinesin-like protein 1 
 17 	 CHEMBL280	 Matrix metalloproteinase 13 
 18 	 CHEMBL3356	 Cytochrome P450 1A2 
 19 	 CHEMBL3397	 Cytochrome P450 2C9 
 20 	 CHEMBL3622	 Cytochrome P450 2C19 
