 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3229	 Anandamide amidohydrolase 
 2 	 CHEMBL218	 Cannabinoid CB1 receptor 
 3 	 CHEMBL253	 Cannabinoid CB2 receptor 
 4 	 CHEMBL4794	 Vanilloid receptor 
 5 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 6 	 CHEMBL5378	 P-selectin 
 7 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 8 	 CHEMBL5652	 Glucose-dependent insulinotropic receptor 
 9 	 CHEMBL4958	 Dynamin-1 
 10 	 CHEMBL220	 Acetylcholinesterase 
 11 	 CHEMBL2996	 Protein kinase C delta 
 12 	 CHEMBL2243	 Anandamide amidohydrolase 
 13 	 CHEMBL2470	 Cannabinoid CB2 receptor 
 14 	 CHEMBL5413	 Metastin receptor 
 15 	 CHEMBL2409	 Epoxide hydratase 
 16 	 CHEMBL4394	 Sphingosine kinase 1 
 17 	 CHEMBL3474	 Phospholipase A2 group IIA 
 18 	 CHEMBL4426	 Phospholipase A2 group 1B 
 19 	 CHEMBL286	 Renin 
 20 	 CHEMBL4675	 Tripeptidyl aminopeptidase 
