 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5409	 G-protein coupled bile acid receptor 1 
 2 	 CHEMBL2047	 Bile acid receptor FXR 
 3 	 CHEMBL6020	 Bile salt export pump 
 4 	 CHEMBL2778	 Ileal bile acid transporter 
 5 	 CHEMBL3746	 11-beta-hydroxysteroid dehydrogenase 2 
 6 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 7 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 8 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 9 	 CHEMBL1856	 Steroid 5-alpha-reductase 2 
 10 	 CHEMBL2933	 Potassium-transporting ATPase alpha chain 2 
 11 	 CHEMBL1994	 Mineralocorticoid receptor 
 12 	 CHEMBL2034	 Glucocorticoid receptor 
 13 	 CHEMBL332	 Matrix metalloproteinase-1 
 14 	 CHEMBL3072	 Androgen Receptor 
 15 	 CHEMBL5287	 Bile acid transporter 
 16 	 CHEMBL208	 Progesterone receptor 
 17 	 CHEMBL2808	 LXR-alpha 
 18 	 CHEMBL1871	 Androgen Receptor 
 19 	 CHEMBL2027	 Niemann-Pick C1-like protein 1 
 20 	 CHEMBL5549	 Tubulin--tyrosine ligase 
