 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL286	 Renin 
 2 	 CHEMBL3706	 ADAM17 
 3 	 CHEMBL333	 Matrix metalloproteinase-2 
 4 	 CHEMBL4822	 Beta-secretase 1 
 5 	 CHEMBL299	 Protein kinase C alpha 
 6 	 CHEMBL325	 Histone deacetylase 1 
 7 	 CHEMBL246	 Beta-3 adrenergic receptor 
 8 	 CHEMBL332	 Matrix metalloproteinase-1 
 9 	 CHEMBL218	 Cannabinoid CB1 receptor 
 10 	 CHEMBL222	 Norepinephrine transporter 
 11 	 CHEMBL283	 Matrix metalloproteinase 3 
 12 	 CHEMBL3114	 Sucrase-isomaltase 
 13 	 CHEMBL253	 Cannabinoid CB2 receptor 
 14 	 CHEMBL321	 Matrix metalloproteinase 9 
 15 	 CHEMBL213	 Beta-1 adrenergic receptor 
 16 	 CHEMBL205	 Carbonic anhydrase II 
 17 	 CHEMBL210	 Beta-2 adrenergic receptor 
 18 	 CHEMBL280	 Matrix metalloproteinase 13 
 19 	 CHEMBL4338	 Purine nucleoside phosphorylase 
 20 	 CHEMBL238	 Dopamine transporter 
