 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5857	 Trace amine-associated receptor 1 
 2 	 CHEMBL205	 Carbonic anhydrase II 
 3 	 CHEMBL3594	 Carbonic anhydrase IX 
 4 	 CHEMBL3242	 Carbonic anhydrase XII 
 5 	 CHEMBL261	 Carbonic anhydrase I 
 6 	 CHEMBL2085	 Macrophage migration inhibitory factor 
 7 	 CHEMBL3510	 Carbonic anhydrase XIV 
 8 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 9 	 CHEMBL2326	 Carbonic anhydrase VII 
 10 	 CHEMBL3358	 Monoamine oxidase A 
 11 	 CHEMBL4789	 Carbonic anhydrase VA 
 12 	 CHEMBL242	 Estrogen receptor beta 
 13 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 14 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 15 	 CHEMBL3192	 Histone deacetylase 8 
 16 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 17 	 CHEMBL2993	 Monoamine oxidase B 
 18 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 19 	 CHEMBL220	 Acetylcholinesterase 
 20 	 CHEMBL323	 Serotonin 2b (5-HT2b) receptor 
