 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 2 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 3 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 4 	 CHEMBL4328	 Betaine--homocysteine S-methyltransferase 1 
 5 	 CHEMBL5137	 Metabotropic glutamate receptor 2 
 6 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 7 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
 8 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 9 	 CHEMBL3976	 Dipeptidyl peptidase II 
 10 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 11 	 CHEMBL2888	 Metabotropic glutamate receptor 3 
 12 	 CHEMBL3594	 Carbonic anhydrase IX 
 13 	 CHEMBL3439	 Aminopeptidase A 
 14 	 CHEMBL261	 Carbonic anhydrase I 
 15 	 CHEMBL205	 Carbonic anhydrase II 
 16 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 17 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 18 	 CHEMBL3242	 Carbonic anhydrase XII 
 19 	 CHEMBL1907	 Aminopeptidase N 
 20 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
