 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 2 	 CHEMBL3238	 Carnitine palmitoyltransferase 2 
 3 	 CHEMBL4037	 Carnitine palmitoyltransferase 2 
 4 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 5 	 CHEMBL5098	 Glutamate carboxypeptidase II 
 6 	 CHEMBL5697	 Egl nine homolog 1 
 7 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 8 	 CHEMBL286	 Renin 
 9 	 CHEMBL1944	 Neprilysin 
 10 	 CHEMBL1829	 Histone deacetylase 3 
 11 	 CHEMBL4328	 Betaine--homocysteine S-methyltransferase 1 
 12 	 CHEMBL4342	 Group X secretory phospholipase A2 
 13 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 14 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 15 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 16 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 17 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 18 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 19 	 CHEMBL4422	 Free fatty acid receptor 1 
 20 	 CHEMBL1641347	 Solute carrier family 22 member 6 
