 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL2885	 Carbonic anhydrase III 
 3 	 CHEMBL3242	 Carbonic anhydrase XII 
 4 	 CHEMBL5857	 Trace amine-associated receptor 1 
 5 	 CHEMBL2326	 Carbonic anhydrase VII 
 6 	 CHEMBL261	 Carbonic anhydrase I 
 7 	 CHEMBL3510	 Carbonic anhydrase XIV 
 8 	 CHEMBL3594	 Carbonic anhydrase IX 
 9 	 CHEMBL1899	 Serotonin 3a (5-HT3a) receptor 
 10 	 CHEMBL265	 Dopamine D1 receptor 
 11 	 CHEMBL339	 Dopamine D2 receptor 
 12 	 CHEMBL3148	 Gamma-amino-N-butyrate transaminase 
 13 	 CHEMBL242	 Estrogen receptor beta 
 14 	 CHEMBL4685	 Indoleamine 2,3-dioxygenase 
 15 	 CHEMBL3602	 Sigma opioid receptor 
 16 	 CHEMBL4617	 Phenylethanolamine N-methyltransferase 
 17 	 CHEMBL217	 Dopamine D2 receptor 
 18 	 CHEMBL234	 Dopamine D3 receptor 
 19 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 20 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
