 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL220	 Acetylcholinesterase 
 2 	 CHEMBL205	 Carbonic anhydrase II 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL3594	 Carbonic anhydrase IX 
 5 	 CHEMBL3242	 Carbonic anhydrase XII 
 6 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 7 	 CHEMBL3513	 Acidic alpha-glucosidase 
 8 	 CHEMBL3114	 Sucrase-isomaltase 
 9 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 10 	 CHEMBL2179	 Beta-glucocerebrosidase 
 11 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 12 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 13 	 CHEMBL339	 Dopamine D2 receptor 
 14 	 CHEMBL4124	 Histamine H3 receptor 
 15 	 CHEMBL4370	 UDP-glucuronosyltransferase 2B7 
 16 	 CHEMBL2243	 Anandamide amidohydrolase 
 17 	 CHEMBL2993	 Monoamine oxidase B 
 18 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 19 	 CHEMBL3262	 Lanosterol synthase 
 20 	 CHEMBL217	 Dopamine D2 receptor 
