 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3976	 Dipeptidyl peptidase II 
 2 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 3 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 4 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 5 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 6 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 7 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 8 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
 9 	 CHEMBL4016	 Glutamate receptor ionotropic, AMPA 2 
 10 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
 11 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 12 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 13 	 CHEMBL3190	 Glutamate receptor ionotropic, AMPA 4 
 14 	 CHEMBL3503	 Glutamate receptor ionotropic, AMPA 2 
 15 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 16 	 CHEMBL3753	 Glutamate receptor ionotropic, AMPA 1 
 17 	 CHEMBL3439	 Aminopeptidase A 
 18 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 19 	 CHEMBL3842	 Metabotropic glutamate receptor 6 
 20 	 CHEMBL4657	 Dipeptidyl peptidase VIII 
