 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2231	 Cytochrome P450 1A1 
 2 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 3 	 CHEMBL3356	 Cytochrome P450 1A2 
 4 	 CHEMBL4878	 Cytochrome P450 1B1 
 5 	 CHEMBL2326	 Carbonic anhydrase VII 
 6 	 CHEMBL3242	 Carbonic anhydrase XII 
 7 	 CHEMBL3729	 Carbonic anhydrase IV 
 8 	 CHEMBL2185	 Serine/threonine-protein kinase Aurora-B 
 9 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
 10 	 CHEMBL4722	 Serine/threonine-protein kinase Aurora-A 
 11 	 CHEMBL1250375	 NADPH oxidase 4 
 12 	 CHEMBL1293267	 G-protein coupled receptor 35 
 13 	 CHEMBL1900	 Aldose reductase 
 14 	 CHEMBL1929	 Xanthine dehydrogenase 
 15 	 CHEMBL1951	 Monoamine oxidase A 
 16 	 CHEMBL1974	 Tyrosine-protein kinase receptor FLT3 
 17 	 CHEMBL205	 Carbonic anhydrase II 
 18 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 19 	 CHEMBL2424	 Glyoxalase I 
 20 	 CHEMBL2599	 Tyrosine-protein kinase SYK 
