 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 2 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 3 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 4 	 CHEMBL2243	 Anandamide amidohydrolase 
 5 	 CHEMBL2409	 Epoxide hydratase 
 6 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 7 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 8 	 CHEMBL3229	 Anandamide amidohydrolase 
 9 	 CHEMBL1835	 Thromboxane-A synthase 
 10 	 CHEMBL218	 Cannabinoid CB1 receptor 
 11 	 CHEMBL2069	 Thromboxane A2 receptor 
 12 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 13 	 CHEMBL1628461	 Oxoeicosanoid receptor 1 
 14 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 15 	 CHEMBL253	 Cannabinoid CB2 receptor 
 16 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 17 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 18 	 CHEMBL3691	 Autotaxin 
 19 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 20 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
