 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 2 	 CHEMBL4421	 HM74 nicotinic acid GPCR 
 3 	 CHEMBL5485	 D-amino-acid oxidase 
 4 	 CHEMBL2039	 Monoamine oxidase B 
 5 	 CHEMBL4835	 L-lactate dehydrogenase A chain 
 6 	 CHEMBL4581	 Kinesin-like protein 1 
 7 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 8 	 CHEMBL218	 Cannabinoid CB1 receptor 
 9 	 CHEMBL2337	 Glycine transporter 1 
 10 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 11 	 CHEMBL3180	 Carboxylesterase 2 
 12 	 CHEMBL1856	 Steroid 5-alpha-reductase 2 
 13 	 CHEMBL4132	 Voltage-gated L-type calcium channel alpha-1D subunit 
 14 	 CHEMBL287	 Sigma opioid receptor 
 15 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 16 	 CHEMBL4797	 Peroxisome proliferator-activated receptor gamma 
 17 	 CHEMBL205	 Carbonic anhydrase II 
 18 	 CHEMBL261	 Carbonic anhydrase I 
 19 	 CHEMBL3242	 Carbonic anhydrase XII 
 20 	 CHEMBL3594	 Carbonic anhydrase IX 
