 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL242	 Estrogen receptor beta 
 2 	 CHEMBL206	 Estrogen receptor alpha 
 3 	 CHEMBL236	 Delta opioid receptor 
 4 	 CHEMBL233	 Mu opioid receptor 
 5 	 CHEMBL237	 Kappa opioid receptor 
 6 	 CHEMBL270	 Mu opioid receptor 
 7 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 8 	 CHEMBL269	 Delta opioid receptor 
 9 	 CHEMBL338	 Dopamine transporter 
 10 	 CHEMBL4581	 Kinesin-like protein 1 
 11 	 CHEMBL340	 Cytochrome P450 3A4 
 12 	 CHEMBL2789	 Estradiol 17-beta-dehydrogenase 2 
 13 	 CHEMBL321	 Matrix metalloproteinase 9 
 14 	 CHEMBL339	 Dopamine D2 receptor 
 15 	 CHEMBL3181	 Estradiol 17-beta-dehydrogenase 1 
 16 	 CHEMBL3231	 Rho-associated protein kinase 1 
 17 	 CHEMBL205	 Carbonic anhydrase II 
 18 	 CHEMBL261	 Carbonic anhydrase I 
 19 	 CHEMBL217	 Dopamine D2 receptor 
 20 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
