 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5697	 Egl nine homolog 1 
 2 	 CHEMBL2131	 Indolethylamine N-methyltransferase 
 3 	 CHEMBL1641347	 Solute carrier family 22 member 6 
 4 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 5 	 CHEMBL1293226	 Lysine-specific demethylase 4D-like 
 6 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 7 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 8 	 CHEMBL321	 Matrix metalloproteinase 9 
 9 	 CHEMBL333	 Matrix metalloproteinase-2 
 10 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 11 	 CHEMBL261	 Carbonic anhydrase I 
 12 	 CHEMBL3242	 Carbonic anhydrase XII 
 13 	 CHEMBL3594	 Carbonic anhydrase IX 
 14 	 CHEMBL1938209	 Lysine-specific demethylase 3A 
 15 	 CHEMBL3028	 Hypoxia-inducible factor prolyl hydroxylase 1 
 16 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 17 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 18 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 19 	 CHEMBL3729	 Carbonic anhydrase IV 
 20 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
