 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 2 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 3 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 4 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 5 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
 6 	 CHEMBL339	 Dopamine D2 receptor 
 7 	 CHEMBL217	 Dopamine D2 receptor 
 8 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 9 	 CHEMBL3012	 Phosphodiesterase 7A 
 10 	 CHEMBL220	 Acetylcholinesterase 
 11 	 CHEMBL2039	 Monoamine oxidase B 
 12 	 CHEMBL4980	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 13 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 14 	 CHEMBL1867	 Alpha-2a adrenergic receptor 
 15 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 16 	 CHEMBL1942	 Alpha-2b adrenergic receptor 
 17 	 CHEMBL2492	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 18 	 CHEMBL1916	 Alpha-2c adrenergic receptor 
 19 	 CHEMBL261	 Carbonic anhydrase I 
 20 	 CHEMBL3048	 Nitric-oxide synthase, brain 
