 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 2 	 CHEMBL2409	 Epoxide hydratase 
 3 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 4 	 CHEMBL2243	 Anandamide amidohydrolase 
 5 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 6 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 7 	 CHEMBL3229	 Anandamide amidohydrolase 
 8 	 CHEMBL1835	 Thromboxane-A synthase 
 9 	 CHEMBL2069	 Thromboxane A2 receptor 
 10 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 11 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 12 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 13 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 14 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 15 	 CHEMBL218	 Cannabinoid CB1 receptor 
 16 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 17 	 CHEMBL3691	 Autotaxin 
 18 	 CHEMBL402	 HMG-CoA reductase 
 19 	 CHEMBL1628461	 Oxoeicosanoid receptor 1 
 20 	 CHEMBL253	 Cannabinoid CB2 receptor 
