 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1978	 Cytochrome P450 19A1 
 2 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 3 	 CHEMBL3884	 Sodium/glucose cotransporter 2 
 4 	 CHEMBL2487	 Beta amyloid A4 protein 
 5 	 CHEMBL206	 Estrogen receptor alpha 
 6 	 CHEMBL242	 Estrogen receptor beta 
 7 	 CHEMBL3305	 Testis-specific androgen-binding protein 
 8 	 CHEMBL3397	 Cytochrome P450 2C9 
 9 	 CHEMBL3880	 Heat shock protein HSP 90-alpha 
 10 	 CHEMBL4234	 Estradiol 17-beta-dehydrogenase 3 
 11 	 CHEMBL1770047	 Low affinity sodium-glucose cotransporter 
 12 	 CHEMBL4979	 Sodium/glucose cotransporter 1 
 13 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
 14 	 CHEMBL301	 Cyclin-dependent kinase 2 
 15 	 CHEMBL308	 Cyclin-dependent kinase 1 
 16 	 CHEMBL3199	 Acetylcholinesterase 
 17 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 18 	 CHEMBL230	 Cyclooxygenase-2 
 19 	 CHEMBL1951	 Monoamine oxidase A 
 20 	 CHEMBL5573	 Intestinal alkaline phosphatase 
