 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL284	 Dipeptidyl peptidase IV 
 2 	 CHEMBL1867	 Alpha-2a adrenergic receptor 
 3 	 CHEMBL266	 Alpha-2b adrenergic receptor 
 4 	 CHEMBL319	 Alpha-1a adrenergic receptor 
 5 	 CHEMBL326	 Alpha-1d adrenergic receptor 
 6 	 CHEMBL4394	 Sphingosine kinase 1 
 7 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 8 	 CHEMBL2179	 Beta-glucocerebrosidase 
 9 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 10 	 CHEMBL221	 Cyclooxygenase-1 
 11 	 CHEMBL222	 Norepinephrine transporter 
 12 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 13 	 CHEMBL322	 Serotonin 2a (5-HT2a) receptor 
 14 	 CHEMBL205	 Carbonic anhydrase II 
 15 	 CHEMBL3437	 Amine oxidase, copper containing 
 16 	 CHEMBL3629	 Casein kinase II alpha 
 17 	 CHEMBL325	 Histone deacetylase 1 
 18 	 CHEMBL210	 Beta-2 adrenergic receptor 
 19 	 CHEMBL228	 Serotonin transporter 
 20 	 CHEMBL1973	 Tyrosinase 
