 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3594	 Carbonic anhydrase IX 
 2 	 CHEMBL261	 Carbonic anhydrase I 
 3 	 CHEMBL205	 Carbonic anhydrase II 
 4 	 CHEMBL3242	 Carbonic anhydrase XII 
 5 	 CHEMBL4531	 Galectin-3 
 6 	 CHEMBL4979	 Sodium/glucose cotransporter 1 
 7 	 CHEMBL3880	 Heat shock protein HSP 90-alpha 
 8 	 CHEMBL3884	 Sodium/glucose cotransporter 2 
 9 	 CHEMBL3510	 Carbonic anhydrase XIV 
 10 	 CHEMBL3360	 Adenosine A3 receptor 
 11 	 CHEMBL5474	 Galectin-9 
 12 	 CHEMBL1973	 Tyrosinase 
 13 	 CHEMBL1900	 Aldose reductase 
 14 	 CHEMBL2622	 Aldose reductase 
 15 	 CHEMBL5008	 Galectin-7 
 16 	 CHEMBL2326	 Carbonic anhydrase VII 
 17 	 CHEMBL270	 Mu opioid receptor 
 18 	 CHEMBL2804	 Inositol 1,4,5-trisphosphate receptor type 1 
 19 	 CHEMBL4518	 Purinergic receptor P2Y14 
 20 	 CHEMBL2748	 Sucrase-isomaltase 
