 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 2 	 CHEMBL2409	 Epoxide hydratase 
 3 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 4 	 CHEMBL1628461	 Oxoeicosanoid receptor 1 
 5 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 6 	 CHEMBL2243	 Anandamide amidohydrolase 
 7 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 8 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 9 	 CHEMBL3229	 Anandamide amidohydrolase 
 10 	 CHEMBL218	 Cannabinoid CB1 receptor 
 11 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 12 	 CHEMBL253	 Cannabinoid CB2 receptor 
 13 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 14 	 CHEMBL2069	 Thromboxane A2 receptor 
 15 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 16 	 CHEMBL4794	 Vanilloid receptor 
 17 	 CHEMBL1836	 Prostanoid EP4 receptor 
 18 	 CHEMBL1881	 Prostanoid EP2 receptor 
 19 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 20 	 CHEMBL3911	 Leukotriene B4 receptor 1 
