 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL267	 Tyrosine-protein kinase SRC 
 2 	 CHEMBL333	 Matrix metalloproteinase-2 
 3 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 4 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
 5 	 CHEMBL2147	 Serine/threonine-protein kinase PIM1 
 6 	 CHEMBL321	 Matrix metalloproteinase 9 
 7 	 CHEMBL332	 Matrix metalloproteinase-1 
 8 	 CHEMBL2276	 c-Jun N-terminal kinase 1 
 9 	 CHEMBL2871	 Cholecystokinin A receptor 
 10 	 CHEMBL1966	 Dihydroorotate dehydrogenase 
 11 	 CHEMBL4015	 C-C chemokine receptor type 2 
 12 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 13 	 CHEMBL301	 Cyclin-dependent kinase 2 
 14 	 CHEMBL4080	 Bombesin receptor subtype-3 
 15 	 CHEMBL249	 Neurokinin 1 receptor 
 16 	 CHEMBL2292	 Dual-specificity tyrosine-phosphorylation regulated kinase 1A 
 17 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 18 	 CHEMBL261	 Carbonic anhydrase I 
 19 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 20 	 CHEMBL4722	 Serine/threonine-protein kinase Aurora-A 
