 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 2 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 3 	 CHEMBL1293226	 Lysine-specific demethylase 4D-like 
 4 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 5 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 6 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 7 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 8 	 CHEMBL3511	 Ornithine decarboxylase 
 9 	 CHEMBL3439	 Aminopeptidase A 
 10 	 CHEMBL3965	 Leucine aminopeptidase 
 11 	 CHEMBL1907	 Aminopeptidase N 
 12 	 CHEMBL1808	 Angiotensin-converting enzyme 
 13 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 14 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 15 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 16 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
 17 	 CHEMBL256	 Adenosine A3 receptor 
 18 	 CHEMBL2564	 Metabotropic glutamate receptor 5 
 19 	 CHEMBL2675	 Glutamate receptor ionotropic kainate 5 
 20 	 CHEMBL2721	 Excitatory amino acid transporter 3 
