 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3976	 Dipeptidyl peptidase II 
 2 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 3 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 4 	 CHEMBL401	 Glutamate [NMDA] receptor subunit epsilon 3 
 5 	 CHEMBL1808	 Angiotensin-converting enzyme 
 6 	 CHEMBL205	 Carbonic anhydrase II 
 7 	 CHEMBL261	 Carbonic anhydrase I 
 8 	 CHEMBL3242	 Carbonic anhydrase XII 
 9 	 CHEMBL3594	 Carbonic anhydrase IX 
 10 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 11 	 CHEMBL1903	 GABA transporter 1 
 12 	 CHEMBL341	 GABA receptor alpha-2 subunit 
 13 	 CHEMBL4054	 GABA transporter 1 
 14 	 CHEMBL2753	 GABA-B receptor 1 
 15 	 CHEMBL256	 Adenosine A3 receptor 
 16 	 CHEMBL3965	 Leucine aminopeptidase 
 17 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 18 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 19 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 20 	 CHEMBL3439	 Aminopeptidase A 
