 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2634	 Tyrosine-protein kinase CSK 
 2 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
 3 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 4 	 CHEMBL3503	 Glutamate receptor ionotropic, AMPA 2 
 5 	 CHEMBL3753	 Glutamate receptor ionotropic, AMPA 1 
 6 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 7 	 CHEMBL2326	 Carbonic anhydrase VII 
 8 	 CHEMBL3504	 Glutamate receptor ionotropic, AMPA 3 
 9 	 CHEMBL261	 Carbonic anhydrase I 
 10 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 11 	 CHEMBL3510	 Carbonic anhydrase XIV 
 12 	 CHEMBL313	 Serotonin transporter 
 13 	 CHEMBL4016	 Glutamate receptor ionotropic, AMPA 2 
 14 	 CHEMBL205	 Carbonic anhydrase II 
 15 	 CHEMBL5857	 Trace amine-associated receptor 1 
 16 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 17 	 CHEMBL323	 Serotonin 2b (5-HT2b) receptor 
 18 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 19 	 CHEMBL338	 Dopamine transporter 
 20 	 CHEMBL3242	 Carbonic anhydrase XII 
