 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2034	 Glucocorticoid receptor 
 2 	 CHEMBL285	 Acyl coenzyme A:cholesterol acyltransferase 1 
 3 	 CHEMBL4625	 Apoptosis regulator Bcl-X 
 4 	 CHEMBL5880	 Interleukin-2 
 5 	 CHEMBL2842	 Serine/threonine-protein kinase mTOR 
 6 	 CHEMBL4005	 PI3-kinase p110-alpha subunit 
 7 	 CHEMBL4018	 Neuropeptide Y receptor type 2 
 8 	 CHEMBL208	 Progesterone receptor 
 9 	 CHEMBL3368	 Glucocorticoid receptor 
 10 	 CHEMBL2916	 Telomerase reverse transcriptase 
 11 	 CHEMBL269	 Delta opioid receptor 
 12 	 CHEMBL3508	 Cholecystokinin B receptor 
 13 	 CHEMBL2808	 LXR-alpha 
 14 	 CHEMBL4093	 LXR-beta 
 15 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 16 	 CHEMBL1835	 Thromboxane-A synthase 
 17 	 CHEMBL1867	 Alpha-2a adrenergic receptor 
 18 	 CHEMBL1916	 Alpha-2c adrenergic receptor 
 19 	 CHEMBL1942	 Alpha-2b adrenergic receptor 
 20 	 CHEMBL2056	 Dopamine D1 receptor 
