 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 2 	 CHEMBL218	 Cannabinoid CB1 receptor 
 3 	 CHEMBL253	 Cannabinoid CB2 receptor 
 4 	 CHEMBL4794	 Vanilloid receptor 
 5 	 CHEMBL2243	 Anandamide amidohydrolase 
 6 	 CHEMBL3229	 Anandamide amidohydrolase 
 7 	 CHEMBL2409	 Epoxide hydratase 
 8 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 9 	 CHEMBL1865	 Histone deacetylase 6 
 10 	 CHEMBL5102	 Vanilloid receptor 
 11 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 12 	 CHEMBL220	 Acetylcholinesterase 
 13 	 CHEMBL4394	 Sphingosine kinase 1 
 14 	 CHEMBL325	 Histone deacetylase 1 
 15 	 CHEMBL2470	 Cannabinoid CB2 receptor 
 16 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 17 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 18 	 CHEMBL3192	 Histone deacetylase 8 
 19 	 CHEMBL1937	 Histone deacetylase 2 
 20 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
