 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1808	 Angiotensin-converting enzyme 
 2 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 3 	 CHEMBL2622	 Aldose reductase 
 4 	 CHEMBL205	 Carbonic anhydrase II 
 5 	 CHEMBL261	 Carbonic anhydrase I 
 6 	 CHEMBL2288	 Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 
 7 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 8 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 9 	 CHEMBL5697	 Egl nine homolog 1 
 10 	 CHEMBL1741195	 Enteropeptidase 
 11 	 CHEMBL209	 Trypsin I 
 12 	 CHEMBL3286	 Urokinase-type plasminogen activator 
 13 	 CHEMBL1829	 Histone deacetylase 3 
 14 	 CHEMBL2409	 Epoxide hydratase 
 15 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 16 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 17 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 18 	 CHEMBL240	 HERG 
 19 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 20 	 CHEMBL2552	 Carboxypeptidase B 
