 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL256	 Adenosine A3 receptor 
 2 	 CHEMBL217	 Dopamine D2 receptor 
 3 	 CHEMBL234	 Dopamine D3 receptor 
 4 	 CHEMBL2753	 GABA-B receptor 1 
 5 	 CHEMBL1871	 Androgen Receptor 
 6 	 CHEMBL1994	 Mineralocorticoid receptor 
 7 	 CHEMBL2034	 Glucocorticoid receptor 
 8 	 CHEMBL208	 Progesterone receptor 
 9 	 CHEMBL5282	 Cytochrome P450 2A6 
 10 	 CHEMBL5281	 Cytochrome P450 2E1 
 11 	 CHEMBL222	 Norepinephrine transporter 
 12 	 CHEMBL228	 Serotonin transporter 
 13 	 CHEMBL238	 Dopamine transporter 
 14 	 CHEMBL3242	 Carbonic anhydrase XII 
 15 	 CHEMBL3594	 Carbonic anhydrase IX 
 16 	 CHEMBL4617	 Phenylethanolamine N-methyltransferase 
 17 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 18 	 CHEMBL3229	 Anandamide amidohydrolase 
 19 	 CHEMBL220	 Acetylcholinesterase 
 20 	 CHEMBL289	 Cytochrome P450 2D6 
