 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL206	 Estrogen receptor alpha 
 2 	 CHEMBL3837	 Cathepsin L 
 3 	 CHEMBL1770047	 Low affinity sodium-glucose cotransporter 
 4 	 CHEMBL3884	 Sodium/glucose cotransporter 2 
 5 	 CHEMBL4316	 Sodium/glucose cotransporter 2 
 6 	 CHEMBL4979	 Sodium/glucose cotransporter 1 
 7 	 CHEMBL1741213	 Sentrin-specific protease 7 
 8 	 CHEMBL242	 Estrogen receptor beta 
 9 	 CHEMBL1937	 Histone deacetylase 2 
 10 	 CHEMBL3192	 Histone deacetylase 8 
 11 	 CHEMBL4625	 Apoptosis regulator Bcl-X 
 12 	 CHEMBL1973	 Tyrosinase 
 13 	 CHEMBL1957	 Insulin-like growth factor I receptor 
 14 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 15 	 CHEMBL4794	 Vanilloid receptor 
 16 	 CHEMBL205	 Carbonic anhydrase II 
 17 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 18 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 19 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 20 	 CHEMBL2808	 LXR-alpha 
