 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 2 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 3 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
 4 	 CHEMBL4016	 Glutamate receptor ionotropic, AMPA 2 
 5 	 CHEMBL3190	 Glutamate receptor ionotropic, AMPA 4 
 6 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 7 	 CHEMBL2675	 Glutamate receptor ionotropic kainate 5 
 8 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 9 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
 10 	 CHEMBL3503	 Glutamate receptor ionotropic, AMPA 2 
 11 	 CHEMBL3753	 Glutamate receptor ionotropic, AMPA 1 
 12 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 13 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 14 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 15 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 16 	 CHEMBL3439	 Aminopeptidase A 
 17 	 CHEMBL3504	 Glutamate receptor ionotropic, AMPA 3 
 18 	 CHEMBL3842	 Metabotropic glutamate receptor 6 
 19 	 CHEMBL5137	 Metabotropic glutamate receptor 2 
 20 	 CHEMBL3607	 Glutamate receptor ionotropic kainate 2 
