 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2755	 Glutathione reductase 
 2 	 CHEMBL3439	 Aminopeptidase A 
 3 	 CHEMBL4398	 Purinergic receptor P2Y2 
 4 	 CHEMBL4714	 Pyrimidinergic receptor P2Y6 
 5 	 CHEMBL2804	 Inositol 1,4,5-trisphosphate receptor type 1 
 6 	 CHEMBL2123	 Pyrimidinergic receptor P2Y4 
 7 	 CHEMBL3772	 Metabotropic glutamate receptor 1 
 8 	 CHEMBL205	 Carbonic anhydrase II 
 9 	 CHEMBL261	 Carbonic anhydrase I 
 10 	 CHEMBL3242	 Carbonic anhydrase XII 
 11 	 CHEMBL3594	 Carbonic anhydrase IX 
 12 	 CHEMBL2360	 Hypoxanthine-guanine phosphoribosyltransferase 
 13 	 CHEMBL226	 Adenosine A1 receptor 
 14 	 CHEMBL267	 Tyrosine-protein kinase SRC 
 15 	 CHEMBL3975	 Fructose-1,6-bisphosphatase 
 16 	 CHEMBL4315	 Purinergic receptor P2Y1 
 17 	 CHEMBL3114	 Sucrase-isomaltase 
 18 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 19 	 CHEMBL2074	 Maltase-glucoamylase 
 20 	 CHEMBL2748	 Sucrase-isomaltase 
