 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5697	 Egl nine homolog 1 
 2 	 CHEMBL1641347	 Solute carrier family 22 member 6 
 3 	 CHEMBL1829	 Histone deacetylase 3 
 4 	 CHEMBL1293226	 Lysine-specific demethylase 4D-like 
 5 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 6 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 7 	 CHEMBL1808	 Angiotensin-converting enzyme 
 8 	 CHEMBL1903	 GABA transporter 1 
 9 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 10 	 CHEMBL341	 GABA receptor alpha-2 subunit 
 11 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 12 	 CHEMBL4054	 GABA transporter 1 
 13 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 14 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 15 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 16 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 17 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 18 	 CHEMBL4163	 Toll-like receptor 2 
 19 	 CHEMBL1641348	 Solute carrier family 22 member 8 
 20 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
