 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 2 	 CHEMBL1900	 Aldose reductase 
 3 	 CHEMBL3629	 Casein kinase II alpha 
 4 	 CHEMBL3401	 Pregnane X receptor 
 5 	 CHEMBL3114	 Sucrase-isomaltase 
 6 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 7 	 CHEMBL4828	 Synaptic vesicular amine transporter 
 8 	 CHEMBL251	 Adenosine A2a receptor 
 9 	 CHEMBL2664	 Adenosylhomocysteinase 
 10 	 CHEMBL3511	 Ornithine decarboxylase 
 11 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 12 	 CHEMBL4394	 Sphingosine kinase 1 
 13 	 CHEMBL255	 Adenosine A2b receptor 
 14 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 15 	 CHEMBL2243	 Anandamide amidohydrolase 
 16 	 CHEMBL3902	 Glutathione S-transferase Pi 
 17 	 CHEMBL4589	 Glutathione S-transferase Mu 2 
 18 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 19 	 CHEMBL299	 Protein kinase C alpha 
 20 	 CHEMBL1871	 Androgen Receptor 
