 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3439	 Aminopeptidase A 
 2 	 CHEMBL1907	 Aminopeptidase N 
 3 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 4 	 CHEMBL2753	 GABA-B receptor 1 
 5 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 6 	 CHEMBL3965	 Leucine aminopeptidase 
 7 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 8 	 CHEMBL1903	 GABA transporter 1 
 9 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 10 	 CHEMBL341	 GABA receptor alpha-2 subunit 
 11 	 CHEMBL4054	 GABA transporter 1 
 12 	 CHEMBL3238	 Carnitine palmitoyltransferase 2 
 13 	 CHEMBL4037	 Carnitine palmitoyltransferase 2 
 14 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 15 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 16 	 CHEMBL3511	 Ornithine decarboxylase 
 17 	 CHEMBL1808	 Angiotensin-converting enzyme 
 18 	 CHEMBL1821	 Muscarinic acetylcholine receptor M4 
 19 	 CHEMBL2035	 Muscarinic acetylcholine receptor M5 
 20 	 CHEMBL211	 Muscarinic acetylcholine receptor M2 
