 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 2 	 CHEMBL5098	 Glutamate carboxypeptidase II 
 3 	 CHEMBL326	 Alpha-1d adrenergic receptor 
 4 	 CHEMBL5697	 Egl nine homolog 1 
 5 	 CHEMBL402	 HMG-CoA reductase 
 6 	 CHEMBL2088	 Carboxypeptidase A1 
 7 	 CHEMBL1782	 Farnesyl diphosphate synthase 
 8 	 CHEMBL2609	 NAALADase II 
 9 	 CHEMBL2721	 Excitatory amino acid transporter 3 
 10 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 11 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 12 	 CHEMBL1952	 Thymidylate synthase 
 13 	 CHEMBL205	 Carbonic anhydrase II 
 14 	 CHEMBL261	 Carbonic anhydrase I 
 15 	 CHEMBL3242	 Carbonic anhydrase XII 
 16 	 CHEMBL3594	 Carbonic anhydrase IX 
 17 	 CHEMBL4973	 Excitatory amino acid transporter 2 
 18 	 CHEMBL310	 Glutamate [NMDA] receptor subunit epsilon 1 
 19 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 20 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
