 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2409	 Epoxide hydratase 
 2 	 CHEMBL1781	 DNA topoisomerase I 
 3 	 CHEMBL236	 Delta opioid receptor 
 4 	 CHEMBL1929	 Xanthine dehydrogenase 
 5 	 CHEMBL233	 Mu opioid receptor 
 6 	 CHEMBL237	 Kappa opioid receptor 
 7 	 CHEMBL2608	 Lysosomal alpha-glucosidase 
 8 	 CHEMBL3114	 Sucrase-isomaltase 
 9 	 CHEMBL3513	 Acidic alpha-glucosidase 
 10 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 11 	 CHEMBL333	 Matrix metalloproteinase-2 
 12 	 CHEMBL1827	 Phosphodiesterase 5A 
 13 	 CHEMBL269	 Delta opioid receptor 
 14 	 CHEMBL270	 Mu opioid receptor 
 15 	 CHEMBL3614	 Kappa opioid receptor 
 16 	 CHEMBL2622	 Aldose reductase 
 17 	 CHEMBL1822	 Inosine-5'-monophosphate dehydrogenase 1 
 18 	 CHEMBL2002	 Inosine-5'-monophosphate dehydrogenase 2 
 19 	 CHEMBL1075145	 Transitional endoplasmic reticulum ATPase 
 20 	 CHEMBL4241	 Squalene monooxygenase 
