 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 2 	 CHEMBL1808	 Angiotensin-converting enzyme 
 3 	 CHEMBL284	 Dipeptidyl peptidase IV 
 4 	 CHEMBL261	 Carbonic anhydrase I 
 5 	 CHEMBL5137	 Metabotropic glutamate receptor 2 
 6 	 CHEMBL2625	 Angiotensin-converting enzyme 
 7 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 8 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 9 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 10 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 11 	 CHEMBL3242	 Carbonic anhydrase XII 
 12 	 CHEMBL205	 Carbonic anhydrase II 
 13 	 CHEMBL4573	 Metabotropic glutamate receptor 6 
 14 	 CHEMBL3457	 Kynurenine 3-monooxygenase 
 15 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 16 	 CHEMBL2888	 Metabotropic glutamate receptor 3 
 17 	 CHEMBL3594	 Carbonic anhydrase IX 
 18 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 19 	 CHEMBL333	 Matrix metalloproteinase-2 
 20 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
