 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1907	 Aminopeptidase N 
 2 	 CHEMBL205	 Carbonic anhydrase II 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL3242	 Carbonic anhydrase XII 
 5 	 CHEMBL3594	 Carbonic anhydrase IX 
 6 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 7 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 8 	 CHEMBL233	 Mu opioid receptor 
 9 	 CHEMBL2916	 Telomerase reverse transcriptase 
 10 	 CHEMBL3837	 Cathepsin L 
 11 	 CHEMBL4072	 Cathepsin B 
 12 	 CHEMBL6007	 Transient receptor potential cation channel subfamily A member 1 
 13 	 CHEMBL1821	 Muscarinic acetylcholine receptor M4 
 14 	 CHEMBL2035	 Muscarinic acetylcholine receptor M5 
 15 	 CHEMBL211	 Muscarinic acetylcholine receptor M2 
 16 	 CHEMBL216	 Muscarinic acetylcholine receptor M1 
 17 	 CHEMBL245	 Muscarinic acetylcholine receptor M3 
 18 	 CHEMBL276	 Muscarinic acetylcholine receptor M1 
 19 	 CHEMBL309	 Muscarinic acetylcholine receptor M2 
 20 	 CHEMBL317	 Muscarinic acetylcholine receptor M4 
