 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1628461	 Oxoeicosanoid receptor 1 
 2 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 3 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 4 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
 5 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 6 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 7 	 CHEMBL3762	 Voltage-gated L-type calcium channel alpha-1C subunit 
 8 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 9 	 CHEMBL2243	 Anandamide amidohydrolase 
 10 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 11 	 CHEMBL3687	 Arachidonate 12-lipoxygenase 
 12 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 13 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 14 	 CHEMBL218	 Cannabinoid CB1 receptor 
 15 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 16 	 CHEMBL1781	 DNA topoisomerase I 
 17 	 CHEMBL3344	 Fatty acid binding protein muscle 
 18 	 CHEMBL4422	 Free fatty acid receptor 1 
 19 	 CHEMBL5339	 G-protein coupled receptor 120 
 20 	 CHEMBL2470	 Cannabinoid CB2 receptor 
