 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL321	 Matrix metalloproteinase 9 
 2 	 CHEMBL340	 Cytochrome P450 3A4 
 3 	 CHEMBL4588	 Matrix metalloproteinase 8 
 4 	 CHEMBL1835	 Thromboxane-A synthase 
 5 	 CHEMBL2413	 C-C chemokine receptor type 1 
 6 	 CHEMBL289	 Cytochrome P450 2D6 
 7 	 CHEMBL4198	 Inhibitor of apoptosis protein 3 
 8 	 CHEMBL1743127	 Multidrug and toxin extrusion protein 2 
 9 	 CHEMBL1743126	 Multidrug and toxin extrusion protein 1 
 10 	 CHEMBL318	 Adenosine A1 receptor 
 11 	 CHEMBL4073	 Matrix metalloproteinase 7 
 12 	 CHEMBL5462	 Baculoviral IAP repeat-containing protein 2 
 13 	 CHEMBL2954	 Cathepsin S 
 14 	 CHEMBL5335	 Baculoviral IAP repeat-containing protein 3 
 15 	 CHEMBL269	 Delta opioid receptor 
 16 	 CHEMBL302	 Adenosine A2a receptor 
 17 	 CHEMBL233	 Mu opioid receptor 
 18 	 CHEMBL3837	 Cathepsin L 
 19 	 CHEMBL240	 HERG 
 20 	 CHEMBL4616	 Ghrelin receptor 
