 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 2 	 CHEMBL1293226	 Lysine-specific demethylase 4D-like 
 3 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 4 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 5 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 6 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 7 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 8 	 CHEMBL204	 Thrombin 
 9 	 CHEMBL3511	 Ornithine decarboxylase 
 10 	 CHEMBL3965	 Leucine aminopeptidase 
 11 	 CHEMBL3439	 Aminopeptidase A 
 12 	 CHEMBL205	 Carbonic anhydrase II 
 13 	 CHEMBL1869	 Ornithine decarboxylase 
 14 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 15 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 16 	 CHEMBL1907	 Aminopeptidase N 
 17 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 18 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
 19 	 CHEMBL256	 Adenosine A3 receptor 
 20 	 CHEMBL2564	 Metabotropic glutamate receptor 5 
