 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2047	 Bile acid receptor FXR 
 2 	 CHEMBL5409	 G-protein coupled bile acid receptor 1 
 3 	 CHEMBL6020	 Bile salt export pump 
 4 	 CHEMBL2778	 Ileal bile acid transporter 
 5 	 CHEMBL5287	 Bile acid transporter 
 6 	 CHEMBL2034	 Glucocorticoid receptor 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL261	 Carbonic anhydrase I 
 9 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 10 	 CHEMBL1977	 Vitamin D receptor 
 11 	 CHEMBL4343	 DNA polymerase beta 
 12 	 CHEMBL5983	 Aldo-keto reductase family 1 member B10 
 13 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 14 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 15 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 16 	 CHEMBL2068	 Ephrin type-A receptor 2 
 17 	 CHEMBL3290	 Ephrin type-B receptor 2 
 18 	 CHEMBL3987	 Ephrin type-A receptor 5 
 19 	 CHEMBL3988	 Ephrin type-A receptor 4 
 20 	 CHEMBL4134	 Ephrin type-A receptor 8 
