 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1293287	 Insulin-degrading enzyme 
 2 	 CHEMBL4374	 Photoreceptor-specific nuclear receptor 
 3 	 CHEMBL2637	 c-Jun N-terminal kinase 3 
 4 	 CHEMBL5857	 Trace amine-associated receptor 1 
 5 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 6 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 7 	 CHEMBL4163	 Toll-like receptor 2 
 8 	 CHEMBL1641347	 Solute carrier family 22 member 6 
 9 	 CHEMBL1641348	 Solute carrier family 22 member 8 
 10 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
 11 	 CHEMBL3344	 Fatty acid binding protein muscle 
 12 	 CHEMBL3674	 Fatty acid binding protein epidermal 
 13 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 14 	 CHEMBL2219	 Protein-tyrosine phosphatase LC-PTP 
 15 	 CHEMBL2243	 Anandamide amidohydrolase 
 16 	 CHEMBL2916	 Telomerase reverse transcriptase 
 17 	 CHEMBL5738	 Fatty acid-binding protein, liver 
 18 	 CHEMBL1781	 DNA topoisomerase I 
 19 	 CHEMBL2073680	 Solute carrier organic anion transporter family member 2A1 
 20 	 CHEMBL1995	 Prostanoid IP receptor 
