 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL204	 Thrombin 
 2 	 CHEMBL2386	 Chymotrypsin C 
 3 	 CHEMBL248	 Leukocyte elastase 
 4 	 CHEMBL4071	 Cathepsin G 
 5 	 CHEMBL321	 Matrix metalloproteinase 9 
 6 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 7 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 8 	 CHEMBL261	 Carbonic anhydrase I 
 9 	 CHEMBL3965	 Leucine aminopeptidase 
 10 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 11 	 CHEMBL3242	 Carbonic anhydrase XII 
 12 	 CHEMBL3510	 Carbonic anhydrase XIV 
 13 	 CHEMBL205	 Carbonic anhydrase II 
 14 	 CHEMBL5697	 Egl nine homolog 1 
 15 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
 16 	 CHEMBL5282	 Cytochrome P450 2A6 
 17 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 18 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 19 	 CHEMBL6007	 Transient receptor potential cation channel subfamily A member 1 
 20 	 CHEMBL2395	 Purine-nucleoside phosphorylase 
