 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2047	 Bile acid receptor FXR 
 2 	 CHEMBL2778	 Ileal bile acid transporter 
 3 	 CHEMBL5287	 Bile acid transporter 
 4 	 CHEMBL5409	 G-protein coupled bile acid receptor 1 
 5 	 CHEMBL4234	 Estradiol 17-beta-dehydrogenase 3 
 6 	 CHEMBL208	 Progesterone receptor 
 7 	 CHEMBL3305	 Testis-specific androgen-binding protein 
 8 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 9 	 CHEMBL1977	 Vitamin D receptor 
 10 	 CHEMBL4343	 DNA polymerase beta 
 11 	 CHEMBL5983	 Aldo-keto reductase family 1 member B10 
 12 	 CHEMBL2034	 Glucocorticoid receptor 
 13 	 CHEMBL1741186	 Nuclear receptor ROR-gamma 
 14 	 CHEMBL2027	 Niemann-Pick C1-like protein 1 
 15 	 CHEMBL5868	 Nuclear receptor ROR-alpha 
 16 	 CHEMBL1871	 Androgen Receptor 
 17 	 CHEMBL206	 Estrogen receptor alpha 
 18 	 CHEMBL242	 Estrogen receptor beta 
 19 	 CHEMBL3072	 Androgen Receptor 
 20 	 CHEMBL228	 Serotonin transporter 
