 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 2 	 CHEMBL3594	 Carbonic anhydrase IX 
 3 	 CHEMBL1829	 Histone deacetylase 3 
 4 	 CHEMBL4940	 L-lactate dehydrogenase B chain 
 5 	 CHEMBL4731	 Hydroxycarboxylic acid receptor 2 
 6 	 CHEMBL1795091	 Regulator of G-protein signaling 4 
 7 	 CHEMBL204	 Thrombin 
 8 	 CHEMBL2386	 Chymotrypsin C 
 9 	 CHEMBL248	 Leukocyte elastase 
 10 	 CHEMBL4071	 Cathepsin G 
 11 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 12 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 13 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 14 	 CHEMBL6007	 Transient receptor potential cation channel subfamily A member 1 
 15 	 CHEMBL5485	 D-amino-acid oxidase 
 16 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 17 	 CHEMBL1293265	 Serine/threonine-protein phosphatase 
 18 	 CHEMBL2164	 Serine/threonine protein phosphatase PP1-alpha catalytic subunit 
 19 	 CHEMBL205	 Carbonic anhydrase II 
 20 	 CHEMBL261	 Carbonic anhydrase I 
