 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4302	 P-glycoprotein 1 
 2 	 CHEMBL1871	 Androgen Receptor 
 3 	 CHEMBL2231	 Cytochrome P450 1A1 
 4 	 CHEMBL3356	 Cytochrome P450 1A2 
 5 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 6 	 CHEMBL4878	 Cytochrome P450 1B1 
 7 	 CHEMBL6164	 Tankyrase-1 
 8 	 CHEMBL318	 Adenosine A1 receptor 
 9 	 CHEMBL3242	 Carbonic anhydrase XII 
 10 	 CHEMBL1929	 Xanthine dehydrogenase 
 11 	 CHEMBL205	 Carbonic anhydrase II 
 12 	 CHEMBL242	 Estrogen receptor beta 
 13 	 CHEMBL2622	 Aldose reductase 
 14 	 CHEMBL1978	 Cytochrome P450 19A1 
 15 	 CHEMBL1951	 Monoamine oxidase A 
 16 	 CHEMBL206	 Estrogen receptor alpha 
 17 	 CHEMBL6154	 Tankyrase-2 
 18 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 19 	 CHEMBL2326	 Carbonic anhydrase VII 
 20 	 CHEMBL1900	 Aldose reductase 
