 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 2 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 5 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 6 	 CHEMBL3976	 Dipeptidyl peptidase II 
 7 	 CHEMBL3594	 Carbonic anhydrase IX 
 8 	 CHEMBL3242	 Carbonic anhydrase XII 
 9 	 CHEMBL205	 Carbonic anhydrase II 
 10 	 CHEMBL2326	 Carbonic anhydrase VII 
 11 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 12 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 13 	 CHEMBL3510	 Carbonic anhydrase XIV 
 14 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 15 	 CHEMBL1907	 Aminopeptidase N 
 16 	 CHEMBL268	 Cathepsin K 
 17 	 CHEMBL1808	 Angiotensin-converting enzyme 
 18 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 19 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 20 	 CHEMBL3729	 Carbonic anhydrase IV 
