 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 2 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
 3 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 4 	 CHEMBL4016	 Glutamate receptor ionotropic, AMPA 2 
 5 	 CHEMBL3190	 Glutamate receptor ionotropic, AMPA 4 
 6 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
 7 	 CHEMBL2675	 Glutamate receptor ionotropic kainate 5 
 8 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 9 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 10 	 CHEMBL3503	 Glutamate receptor ionotropic, AMPA 2 
 11 	 CHEMBL3753	 Glutamate receptor ionotropic, AMPA 1 
 12 	 CHEMBL3504	 Glutamate receptor ionotropic, AMPA 3 
 13 	 CHEMBL5137	 Metabotropic glutamate receptor 2 
 14 	 CHEMBL3439	 Aminopeptidase A 
 15 	 CHEMBL3842	 Metabotropic glutamate receptor 6 
 16 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 17 	 CHEMBL3772	 Metabotropic glutamate receptor 1 
 18 	 CHEMBL4573	 Metabotropic glutamate receptor 6 
 19 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 20 	 CHEMBL3048	 Nitric-oxide synthase, brain 
