 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 2 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 3 	 CHEMBL3155	 Serotonin 7 (5-HT7) receptor 
 4 	 CHEMBL4317	 Serotonin 4 (5-HT4) receptor 
 5 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 6 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 7 	 CHEMBL401	 Glutamate [NMDA] receptor subunit epsilon 3 
 8 	 CHEMBL264	 Histamine H3 receptor 
 9 	 CHEMBL4124	 Histamine H3 receptor 
 10 	 CHEMBL4421	 HM74 nicotinic acid GPCR 
 11 	 CHEMBL5697	 Egl nine homolog 1 
 12 	 CHEMBL4685	 Indoleamine 2,3-dioxygenase 
 13 	 CHEMBL2622	 Aldose reductase 
 14 	 CHEMBL3975	 Fructose-1,6-bisphosphatase 
 15 	 CHEMBL325	 Histone deacetylase 1 
 16 	 CHEMBL210	 Beta-2 adrenergic receptor 
 17 	 CHEMBL213	 Beta-1 adrenergic receptor 
 18 	 CHEMBL4426	 Phospholipase A2 group 1B 
 19 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 20 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
