 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL287	 Sigma opioid receptor 
 2 	 CHEMBL3602	 Sigma opioid receptor 
 3 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 4 	 CHEMBL242	 Estrogen receptor beta 
 5 	 CHEMBL206	 Estrogen receptor alpha 
 6 	 CHEMBL5857	 Trace amine-associated receptor 1 
 7 	 CHEMBL228	 Serotonin transporter 
 8 	 CHEMBL3833	 Trace amine-associated receptor 1 
 9 	 CHEMBL313	 Serotonin transporter 
 10 	 CHEMBL322	 Serotonin 2a (5-HT2a) receptor 
 11 	 CHEMBL264	 Histamine H3 receptor 
 12 	 CHEMBL324	 Serotonin 2c (5-HT2c) receptor 
 13 	 CHEMBL338	 Dopamine transporter 
 14 	 CHEMBL2072	 Sodium channel protein type IV alpha subunit 
 15 	 CHEMBL339	 Dopamine D2 receptor 
 16 	 CHEMBL222	 Norepinephrine transporter 
 17 	 CHEMBL4618	 Leukotriene A4 hydrolase 
 18 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 19 	 CHEMBL2039	 Monoamine oxidase B 
 20 	 CHEMBL5035	 Heme oxygenase 1 
